balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
7001|1482|15|3|190155.8|611605.45|357218.715
9726|314|39|2|408917.21|153444.92|447498.985
39458|1258|31|3|677474.15|403760.54|134085.32
71820|529|85|3|270857.91|789830.28|807303.645
49824|914|72|3|563924.34|604696.26|948830.135
42753|1815|65|3|746368.98|603979.89|350947.14
44924|1277|95|2|654141.23|218918.61|495000.56
43664|762|64|2|590379.75|247378.88|212353.635
70182|809|95|1|811391.95|392232.32|589322.62
68764|679|85|3|779903.01|719866.81|190305.755
91673|1167|28|1|288482.8|452225.14|102404.05
26751|1383|73|3|365471.0|309348.17|543920.845
74745|1409|55|1|389399.31|495848.16|756782.29
92557|280|100|1|328202.55|214902.45|425194.47
16231|1532|61|2|367495.66|124535.01|868152.08
19083|1547|61|1|457537.73|128108.74|506852.63
44463|78|91|1|734409.57|865619.89|553495.395
60367|997|16|2|938617.5|337384.54|557386.485
60590|1134|51|2|398692.74|510363.43|620673.865
17606|846|24|2|141914.46|20683.57|767571.975
21754|659|60|2|529902.95|35091.38|753497.455
87740|1716|55|2|506653.51|587464.54|950473.15
96736|1137|79|1|806418.16|811129.11|500030.215
13035|200|27|3|938272.35|715303.58|842376.16
96974|1422|2|2|769607.59|849575.91|645111.375
5608|1825|18|1|462547.99|386294.68|443945.965
46842|350|13|3|92373.76|842862.33|437411.0
75707|498|12|2|808099.38|680534.01|282783.62
88653|1367|3|2|349066.64|103671.29|877056.51
26856|328|52|2|8333.67|563652.98|334403.76
52385|1042|64|1|974488.71|487899.32|677839.175
71867|722|29|2|316103.94|131462.32|524065.015
70030|98|37|1|321374.74|372388.81|347954.215
44188|248|73|1|692439.46|687086.84|673642.61
28467|961|53|1|493251.37|809931.72|592352.455
12337|24|83|1|119252.25|338644.1|427139.345
54394|971|11|3|887647.43|700105.64|715572.045
78809|781|59|1|875352.7|63569.35|532959.21
87644|188|94|3|434515.32|9456.92|717249.99
7332|1604|16|2|129198.15|142599.4|737097.945
96596|10|26|2|392187.93|488568.92|119366.68
35561|1067|36|1|337630.2|229110.94|333987.18
5709|524|79|3|29128.76|312652.68|646843.74
35483|1110|85|3|771411.76|436114.08|389546.57
93863|499|35|3|717879.78|243750.93|384466.685
27456|1526|59|2|496741.36|868944.02|739264.445
93675|1553|11|3|685761.53|247778.26|503975.775
49928|439|52|2|692886.62|133275.34|360264.58
2169|1599|77|2|137133.72|953715.4|691080.765
96906|1591|90|3|565615.32|972325.85|389515.01
33795|1411|47|1|271429.71|519898.64|328420.49
12155|1582|89|2|357335.2|885345.51|749080.165
30705|1334|39|2|266515.93|909706.64|968971.9
89072|1565|18|2|687725.25|421101.11|971825.175
26306|1694|73|2|195566.27|526091.93|489355.965
53579|1609|83|1|551650.37|263163.29|377978.125
94911|1366|3|1|793652.01|77112.73|550109.24
72348|1226|77|3|257939.15|284887.42|685797.01
46940|1020|33|2|157029.48|297739.7|844428.55
48104|754|48|1|970145.79|386664.2|342808.545
79414|292|88|3|534003.46|444587.67|297012.685
62711|123|92|1|898411.85|495793.75|574438.775
1294|77|42|2|565947.56|369396.55|549703.97
86691|1014|25|3|447836.2|237983.2|525642.985
30854|1146|74|3|83796.17|24588.17|316935.885
5552|1224|86|3|302622.58|512790.48|598891.145
75494|297|90|3|607243.66|549161.55|579649.23
89101|379|56|1|223407.38|261512.15|411422.04
99704|207|29|3|398680.88|747584.63|813904.245
62925|1131|41|2|485578.64|151270.27|585876.17
7865|206|10|3|817832.45|909928.44|549827.99
6230|589|95|3|24040.81|438771.04|607784.885
93976|1442|21|3|907081.13|294903.85|412208.685
71261|685|74|1|639716.81|85349.04|519881.05
15128|913|29|3|902246.87|570955.16|280322.835
37703|137|49|1|163494.15|696548.13|646970.24
36758|104|58|2|341674.49|505428.14|765152.76
7408|514|84|1|606519.07|591965.22|349275.9
50445|391|21|1|192231.84|782125.42|655820.76
49918|1592|58|3|817039.83|73683.81|822985.45
57666|1218|23|1|553841.67|362713.78|476405.32
37651|336|35|1|694920.88|956938.6|411046.305
31765|138|1|1|541905.34|243168.93|431039.035
33004|1383|80|2|151744.95|918483.58|492379.295
20074|1508|74|1|722496.52|268534.78|454934.185
93720|1672|74|2|868742.45|570231.92|667897.25
80060|1659|50|2|277022.22|404554.29|587084.965
74392|1610|32|3|894722.09|146872.06|372984.1
69394|675|18|2|791909.92|541747.62|554006.77
78430|287|96|3|630806.47|27950.86|373735.545
22070|1072|70|3|462510.03|614385.92|203764.955
48272|196|53|2|299992.85|782465.31|563680.0
66600|261|2|1|30453.0|488761.05|714528.75
6249|1706|37|2|526674.28|189541.61|158671.17
95786|1484|7|2|352382.84|680547.79|731593.85
15014|96|34|1|912715.7|867121.77|609211.905
34033|777|48|2|148864.66|507300.68|527665.68
39853|933|25|3|51600.16|365247.08|814514.82
3190|879|27|1|694381.54|280094.14|352995.83
49986|1527|79|2|996966.2|533845.84|825694.38
67675|759|87|3|637571.94|14641.98|608157.885
77172|456|67|3|699066.27|628633.46|719918.44
22081|1701|19|3|731843.72|148592.25|260833.725
42065|1687|15|3|968006.06|276116.6|391582.17
61470|238|80|3|473271.78|343642.0|633794.325
47999|1684|75|3|190874.05|473254.52|707136.8
49752|1123|97|3|183930.6|916712.59|464558.995
38575|1195|100|2|565802.65|600833.24|799630.165
93971|1519|73|3|349649.18|688084.8|489122.155
30708|1725|38|1|657490.53|877804.32|648023.045
40098|999|73|1|828525.73|624517.29|289540.98
69637|1584|89|1|974757.39|521733.2|678910.465
72841|489|46|1|180794.83|366702.52|444764.58
20316|1764|66|1|587130.13|540124.32|411049.955
53535|1212|74|3|343718.73|772438.56|110083.965
31104|385|30|2|176806.69|116689.73|388036.045
9337|868|82|1|767303.28|532154.9|299320.34
548|442|55|3|772000.95|561901.07|222221.6
67110|900|29|3|882512.56|215920.56|403130.92
37861|839|80|2|576324.88|833359.2|163673.99
61652|846|50|3|247168.51|272327.89|145994.395
24730|413|39|2|248398.02|810087.1|473213.38
45573|1084|98|1|707293.41|954565.63|692215.4
34989|1611|44|2|635691.65|668132.75|213677.85
50237|42|88|1|683661.75|644455.98|646254.41
16331|744|90|3|35550.5|256118.12|916557.395
33060|1738|29|3|340561.01|286176.56|361181.145
60987|180|74|1|575260.28|591534.44|550337.085
52299|841|88|3|818207.44|901488.44|560642.45
7531|1558|34|1|44743.42|262058.9|466601.785
71477|442|82|2|713698.32|907036.63|174408.2
25069|454|28|1|859517.04|731145.17|174560.81
10636|193|65|3|830790.78|616113.03|892553.38
17298|7|39|2|672217.26|157526.45|566473.08
21218|1722|36|2|43001.71|969178.77|435106.865
94755|534|89|3|631336.18|173506.5|666342.25
9741|988|84|1|298046.49|14393.25|186242.585
74620|1093|61|1|35584.99|866217.33|309392.405
50820|1743|73|3|689995.87|243674.78|459330.36
70715|1699|94|3|740160.27|478502.77|369062.0
59962|1326|20|2|554776.68|42804.74|245287.91
38363|12|82|3|44323.19|190204.99|758226.88
40124|592|96|2|269094.26|495827.74|302322.63
45446|885|43|1|886893.41|512316.04|756300.835
29560|799|83|1|585531.73|574377.02|480527.605
45911|1058|60|3|710696.21|483277.79|648295.555
76838|1388|22|3|896026.65|830709.17|566520.305
46279|774|66|3|630621.98|927079.72|783271.535
23354|686|24|3|392979.32|304761.11|130952.08
78182|489|94|1|100148.22|143935.55|581452.75
64222|1431|7|3|461460.07|673935.08|788802.66
33020|939|7|3|530453.98|312147.67|434080.42
32360|1318|23|2|27267.56|946631.8|477079.625
77616|1014|42|2|560191.17|14834.59|549680.61
35261|119|44|1|156731.94|519934.35|657954.88
83286|627|26|3|629219.88|341089.83|490638.47
63167|499|48|3|617671.56|73260.77|162704.59
17399|434|51|1|963319.65|231529.42|891174.89
17151|1495|36|3|153771.5|363826.82|895961.055
81240|109|24|2|711008.13|274726.86|450891.935
4066|1003|55|2|374253.8|177937.48|183426.125
7571|1041|68|1|420482.07|506108.26|180571.53
71746|1583|9|1|863787.65|425034.83|925550.17
98998|12|15|2|320885.32|924985.6|532668.975
88867|931|55|1|543641.26|769487.11|769123.5
58519|1283|8|2|1522.69|304749.06|609119.955
33524|776|51|1|270732.72|443992.0|565948.82
42652|418|37|2|282330.77|208362.22|558328.345
8950|614|94|2|837588.0|645958.5|624545.835
67887|388|58|1|228720.3|475521.95|338499.72
29835|1129|69|3|967948.22|102229.41|735516.375
16341|876|12|2|788735.29|902055.64|919288.635
84545|1055|100|3|714628.47|919294.81|284345.26
32031|1449|26|1|783376.54|677261.39|616415.19
1657|1787|45|2|402983.59|183593.2|877497.315
94704|1657|83|1|410968.27|993836.38|501765.195
2633|177|24|3|594376.9|70568.2|601200.715
53527|1732|15|2|657514.18|195173.82|415800.875
44414|1797|44|1|346390.97|128398.98|557689.495
99276|187|19|2|287819.57|778655.06|648401.675
12764|705|52|2|120663.67|12102.78|308382.235
31126|1455|64|2|888432.46|295158.07|562616.525
69839|254|3|2|410085.34|697325.48|689331.79
61217|1104|73|1|203874.34|763217.41|202376.945
76867|780|22|1|209904.94|384657.28|672300.975
16298|735|21|2|863461.93|446302.29|304999.205
26489|46|85|3|341096.61|695407.52|659007.165
35491|1825|52|3|655580.75|341359.4|584079.9
80012|828|85|1|94482.93|848072.99|339710.715
26468|1311|7|3|941369.25|879456.53|515834.42
34859|606|77|3|498108.45|788344.71|575405.0
80416|232|51|2|788959.2|769382.62|315580.615
94351|1667|13|2|765695.38|379675.37|313881.1
18337|525|69|1|637154.49|879729.35|310985.26
57024|929|73|1|125963.94|470905.47|524514.725
2617|879|43|3|137732.39|840421.93|761183.04
561|1439|1|1|194303.7|691996.82|919884.265
68189|974|40|1|352678.46|108027.51|624821.82
90818|823|63|3|731745.13|821251.95|574755.335
56407|598|70|2|70894.67|596479.77|525056.97
23356|1457|8|3|637433.01|959267.64|670544.345
43698|521|51|2|404866.4|711385.93|696585.855
79382|714|12|3|458767.18|224944.91|379304.93
53134|1108|19|2|340916.68|848158.31|489175.98
59340|346|6|1|31832.05|204689.64|479301.165
9298|1191|37|1|870111.47|734276.98|403064.44
18177|63|14|3|310223.04|200090.37|585804.135
78714|1579|1|2|541004.17|310181.49|499809.865
2975|971|26|3|299647.86|323897.44|331709.415
45129|1474|50|2|522797.69|330791.61|393198.765
88494|1597|58|3|164969.28|746716.82|535516.98
31099|795|18|2|951666.54|544954.57|187055.345
26861|774|26|3|670516.89|363637.92|508046.025
75211|1605|51|3|547710.01|834040.43|421451.615
86511|1738|75|1|249452.74|756914.19|779715.975
22556|435|38|3|294086.65|991720.88|550100.195
55002|1318|87|1|218971.23|220920.11|431147.09
49307|828|16|1|914370.71|158876.99|514166.15
82974|158|15|2|199711.08|352131.12|800302.465
15833|269|90|3|793976.15|669850.43|562667.955
94158|1275|23|1|465924.15|826200.98|328434.18
23110|590|62|3|431384.32|651673.78|230834.82
55670|552|57|1|299376.11|945266.0|923781.86
35978|676|20|1|692282.41|114017.76|455759.425
45930|308|44|3|944310.21|351454.29|662921.505
73946|1671|24|3|507953.22|44476.81|732688.115
58756|630|19|1|691548.5|154695.03|788726.175
69624|547|50|2|416458.57|819423.52|577124.685
17215|1105|98|2|621004.6|972290.77|401922.375
88696|19|80|3|439695.65|879493.25|258040.46
60512|1505|73|1|958962.73|650217.78|333911.695
20646|520|95|2|561929.44|911954.72|125990.125
67527|89|88|1|463515.42|564472.21|324924.1
24862|5|9|3|574800.44|205275.02|411241.115
86115|479|27|3|785503.43|802191.68|454141.92
65433|1652|4|3|650667.56|390003.53|620926.445
38528|396|80|1|891630.7|165136.57|655330.76
68128|452|35|1|447379.16|956059.74|699858.745
57150|73|38|1|473635.27|42678.87|833593.935
14469|739|49|3|655805.59|92837.33|318078.425
34008|4|73|1|697817.78|351157.22|557524.05
45603|277|40|1|646293.57|628158.24|671249.26
24360|14|65|2|27536.25|632513.92|523090.365
49583|669|28|1|924003.04|157496.34|333394.14
23127|1748|93|2|752947.59|425871.02|315905.97
96859|1313|24|3|47969.13|740015.99|647096.94
8522|659|58|3|28066.21|941366.44|419243.72
6153|634|25|2|289681.03|510288.36|768131.21
20420|1506|53|3|691035.28|300111.49|824644.61
88903|1499|28|1|298475.1|452346.98|281254.755
89547|707|76|1|650061.15|707871.48|800728.085
57583|1717|76|3|190567.53|238355.79|514057.44
31138|1697|64|1|975729.5|638350.75|145755.32
49925|224|64|3|240017.41|739614.13|546912.345
34210|1609|56|2|241625.15|923430.38|520734.665
21294|293|67|2|760223.89|560115.2|436506.37
75003|1009|12|1|827689.93|435991.44|463085.88
38233|92|49|1|721391.35|286510.52|584383.2
89113|347|52|1|271628.0|178385.07|78018.21
26764|1437|90|1|449251.49|586023.33|482941.355
6721|307|44|2|139108.19|626529.48|574673.735
43717|1375|72|3|735722.04|321686.48|733383.815
21455|1439|64|1|739677.98|808138.94|618151.57
94299|1748|58|3|709803.25|145140.08|118206.09
28087|1150|56|3|381764.71|316803.56|675219.025
66914|102|19|2|521247.66|638922.52|135368.72
15232|68|67|1|690991.98|512910.92|556437.495
37791|765|35|1|758001.4|661201.74|133334.58
7038|734|30|3|812909.4|460884.33|541769.81
71991|306|29|1|859072.2|243644.67|359515.085
13444|764|78|2|152807.6|673454.33|743480.03
41638|1141|62|3|687981.08|62153.91|318445.685
98968|1075|8|1|136584.1|398530.52|458242.095
52103|749|39|2|277227.5|398102.7|52204.29
78914|1570|81|3|872249.54|833022.87|561626.61
1035|554|57|1|318070.86|522198.35|424949.74
67424|1172|17|1|501711.99|67928.22|353931.31
79691|731|90|1|29869.56|604039.39|477750.92
56991|837|81|1|493587.6|275953.01|865094.25
23937|138|21|3|739052.05|256033.8|546108.545
27031|1024|94|1|544306.99|636736.45|280659.99
90851|845|5|1|702200.04|150345.1|545077.785
8239|920|67|3|882589.72|763676.35|701218.68
70967|309|94|2|317261.29|727690.01|449246.57
51765|43|58|2|809727.44|959360.07|164156.67
9796|603|48|3|432402.72|429370.26|500378.385
67488|123|92|3|569827.34|203261.39|748752.375
36972|563|13|2|659595.85|648282.48|693242.815
67965|833|53|2|978850.45|169398.87|113866.8
37615|1720|55|3|783507.81|518412.43|497332.375
2650|215|57|1|322665.21|517889.65|428347.91
91378|489|99|1|861461.16|969357.77|366703.54
90869|132|88|1|149347.28|841791.91|223474.95
67715|150|15|2|641302.32|366384.43|467735.685
54962|358|32|3|493022.27|454025.92|295383.18
17577|198|63|2|197920.96|195718.63|726326.015
30024|1315|63|1|502124.09|600182.75|382361.125
15045|238|77|3|399471.64|658955.66|212695.21
82592|122|89|3|859410.71|871576.06|421797.545
3225|1103|15|3|141913.67|837309.83|557087.55
68314|1118|13|1|354653.88|527317.28|521199.98
2589|1637|94|1|89540.0|487161.79|568173.225
90884|1027|83|2|808407.43|666476.83|199326.65
36226|1806|11|3|408929.15|410257.5|309004.975
63862|573|96|3|523739.91|444247.21|563541.79
31720|427|21|3|208572.74|315832.08|396835.62
34542|1488|53|1|898757.28|996319.82|461946.9
97164|416|98|1|945428.34|27171.41|625933.165
52702|1048|3|2|711052.48|522629.93|606054.525
14718|1648|47|3|894455.37|663556.09|109739.955
62502|735|86|1|542034.1|438978.15|311981.435
3893|1721|79|3|808365.13|956577.32|811815.87
87016|273|26|2|187859.26|643317.7|802313.715
98953|1554|89|1|972801.45|940446.77|324555.425
63335|300|43|1|679569.09|878888.18|228821.56
94284|861|52|2|844107.26|566220.31|349017.375
21703|1810|85|3|689581.17|228840.09|727651.095
57972|256|79|3|345909.61|739589.72|452459.755
40856|629|60|1|286771.79|853794.04|628919.675
17449|992|17|2|301694.8|355042.14|408558.85
55928|190|100|2|484084.42|708530.12|618933.28
38078|899|29|3|425408.09|23211.47|275585.61
81854|180|61|3|518450.72|752986.56|923456.175
96671|746|67|3|923289.44|180958.57|224777.99
37225|941|55|1|744938.45|925595.96|510718.025
62236|403|89|3|560212.36|863238.81|342164.905
59294|314|33|2|772091.34|87533.54|591267.635
18885|917|12|3|95116.24|228101.76|129661.745
89032|1096|19|2|295498.07|815025.19|757215.89
90313|693|30|2|30917.55|433588.85|227150.075
36995|915|4|3|167400.59|651657.74|612235.25
88639|1143|91|2|245549.07|270749.0|694559.785
60446|1302|94|2|321351.59|359629.64|481577.57
53191|1431|46|3|550702.12|529792.14|593989.305
5321|947|13|2|284629.18|988286.7|89855.71
98514|390|23|2|653748.11|38138.65|617096.91
77212|1201|63|2|774003.83|584600.9|511781.43
45841|528|61|2|705626.59|836916.19|374318.65
40551|1110|82|2|205739.97|143463.46|307125.755
68729|637|46|3|100248.34|574419.82|418131.83
72455|1207|50|2|463361.47|34806.24|598948.545
39750|326|43|2|274493.19|987663.53|378267.155
91424|13|59|1|333268.22|154333.12|875843.24
62794|717|51|3|259049.48|152799.4|535661.585
46988|1365|61|2|666.86|91966.16|439519.32
26590|1249|27|2|190689.2|731579.94|263570.16
26194|420|68|1|910237.39|363402.04|707253.135
34673|1387|88|1|415119.73|909210.72|674348.775
44942|1379|85|2|704158.74|172226.32|605485.985
40890|1136|6|1|610862.3|38748.0|438316.675
25824|656|44|2|302383.48|289455.45|411628.21
46398|635|91|2|313848.87|69054.84|461080.305
94858|1206|4|3|191624.28|785053.97|447507.315
21906|540|90|1|459734.35|976330.19|383579.15
67494|1730|8|2|422916.28|849910.87|616347.32
71122|765|55|3|133687.83|686349.29|822624.45
31564|968|45|3|95619.96|910237.78|89928.065
72009|1808|48|3|778988.53|565925.63|675854.645
39998|428|56|3|285019.65|409031.14|880262.285
14768|1119|45|1|658055.13|347763.75|637027.25
99436|1281|2|2|504609.45|913572.45|340817.585
73246|1637|25|2|425345.2|958902.41|730776.69
34806|334|60|3|489186.75|592550.22|255643.21
50082|1104|87|2|854218.77|217516.61|349035.805
23151|579|32|1|499948.88|137667.3|654515.435
14556|712|49|2|745274.71|179444.7|461921.54
59118|173|40|2|379546.93|91632.4|424193.065
80028|412|7|2|157672.42|581518.55|447898.675
83028|1626|14|3|50310.27|622250.69|580404.985
7838|1632|58|3|625767.27|734112.04|244015.785
90135|1681|69|3|914153.12|950279.67|313932.885
87611|568|31|1|726908.44|247635.39|810271.935
8792|1108|95|2|316248.66|893038.76|337675.82
87144|1205|61|3|372160.79|289766.92|792847.49
46727|1482|88|1|741307.19|747056.25|354390.165
50628|1413|8|2|796129.49|713526.86|763717.915
85679|1078|4|2|669426.2|125745.86|557966.71
41339|1450|93|1|157150.7|279824.02|793556.885
56105|104|51|1|486498.38|994159.33|470764.33
19290|399|58|2|728410.64|978082.56|560345.355
18090|868|16|3|992561.11|963888.32|259521.7
51877|1439|48|1|963897.34|919517.98|235850.02
76463|1661|15|1|751029.4|895800.32|540000.19
81176|1501|53|3|796984.64|254728.25|639274.865
86646|435|35|2|454567.0|789744.38|255638.565
14932|1319|88|2|935966.69|816193.94|402927.145
86648|911|80|2|354480.78|727854.77|357563.445
95737|1460|23|2|239681.96|787974.86|499685.49
44700|1125|54|2|473350.15|412432.3|477547.075
20728|946|7|3|432024.32|983773.18|541045.34
13382|1122|85|3|649435.74|61988.64|586195.08
41695|516|39|3|590536.43|448577.23|795412.55
32304|1788|11|2|203178.63|93737.89|236826.095
92268|579|30|1|428351.03|611322.13|172103.535
48750|444|18|2|19860.38|247947.36|477821.115
81310|1215|2|3|104208.06|359068.32|268875.525
3465|194|28|3|592034.3|298946.15|554030.8
68140|911|30|1|291942.93|468428.14|422497.38
12274|785|59|1|993390.06|48408.69|545208.045
37869|1038|43|1|599839.66|283880.81|612650.96
76372|744|58|1|842017.63|921830.98|344663.985
45258|96|97|3|913827.01|322339.71|242369.38
66096|452|99|2|726723.79|228449.59|560224.53
73240|1364|30|2|715559.66|8701.38|663508.775
71806|359|7|3|817859.44|655374.79|405589.785
90013|1022|81|3|199591.0|747086.83|459807.05
30073|650|77|2|671130.05|774758.46|158434.775
40365|641|51|2|967832.79|77057.23|11219.02
54743|1448|60|1|871078.55|172693.78|847860.37
78806|1387|55|3|410084.8|375166.47|679662.865
96538|304|1|3|418574.41|343320.92|439717.855
81380|1234|60|2|195883.71|781164.01|816365.49
1866|582|50|2|830390.73|724042.8|211579.91
72422|920|43|2|875542.07|134147.73|666213.575
40449|1576|74|1|289008.67|441982.23|738481.035
55973|992|32|1|753368.44|33763.35|368376.915
46397|1192|81|2|813295.53|107794.09|455445.705
96995|987|97|2|123547.48|779500.39|846229.09
37149|166|31|3|445400.4|98408.45|75441.645
93368|473|99|1|123097.3|664990.76|642834.325
36215|788|43|2|825014.5|902784.39|619912.81
15522|1134|67|3|870808.33|62113.78|232749.565
43315|1068|76|1|540781.34|814204.1|121944.915
60790|1113|26|2|814765.67|984343.86|532450.515
82738|568|17|2|698722.4|749220.88|617162.13
55413|217|65|2|720719.79|843032.1|439726.715
35321|1332|19|3|151002.88|688086.68|311759.275
63706|840|96|2|988018.1|123438.17|292370.375
12086|136|23|1|794961.71|47547.95|455166.06
97133|1580|3|1|842629.73|225268.82|176902.375
74026|688|22|1|773039.76|791963.58|183232.705
34576|59|8|1|867467.81|442008.64|312685.21
28270|1479|34|3|16581.86|919828.76|429356.97
16183|442|15|2|713142.76|682479.56|217293.845
89289|894|15|2|74733.02|936047.41|221232.6
71026|1286|28|2|398569.26|992543.78|273350.855
8853|518|67|3|737265.3|319845.65|517345.32
40169|1025|45|1|2262.79|680636.69|252006.03
99146|406|94|2|201598.45|127290.13|222411.995
60760|1323|32|2|370474.44|275104.43|342279.605
29106|1821|76|3|655733.8|392193.43|377252.53
82276|1343|85|1|710478.53|937663.81|368503.895
10478|1826|8|2|561194.33|724372.96|73491.335
18632|1780|91|2|973132.79|59566.99|164670.635
24412|1290|63|2|261145.77|593094.74|352778.48
43738|1187|48|2|891417.69|847271.49|584436.68
60810|54|34|1|383208.76|854297.93|582908.59
98959|352|75|2|343955.38|318270.63|537411.595
13559|570|32|1|354453.56|149200.35|565112.73
93242|1028|24|2|977827.86|347690.5|418432.52
60600|1048|74|3|824312.17|373589.3|395650.7
3602|1345|76|2|927446.09|906136.19|240046.405
27083|1684|78|2|797091.33|880533.66|602666.795
78481|1547|47|2|506259.86|612264.2|70697.57
47716|1383|76|2|866160.92|177611.01|409431.96
31245|480|60|3|886695.72|828467.84|401887.01
71125|1526|60|1|213908.67|124473.94|330780.235
74517|818|2|1|449539.97|777350.65|670895.66
90923|1512|64|2|142901.23|808575.89|691074.625
13552|979|76|2|777394.49|942407.15|817607.16
67545|645|46|2|320930.28|378455.62|904432.85
73820|128|39|2|766759.15|296977.34|694005.545
81903|1424|94|1|533693.34|743069.79|465448.73
68201|1407|93|3|882114.6|162849.11|129671.23
14649|959|98|3|2953.05|849862.27|340390.22
3424|1043|68|3|572905.23|475386.45|484978.58
51115|1431|92|1|945985.33|696830.56|824679.325
874|669|96|2|599082.86|80606.29|137276.4
91751|1658|2|3|988313.16|815652.08|608961.735
79823|1167|82|1|84203.11|536940.29|670874.505
97868|627|35|3|490480.17|731423.53|786664.56
84207|1344|87|1|839831.58|338191.79|416187.455
50078|1644|62|1|710644.62|496331.25|464501.55
50412|1728|84|1|478659.06|427307.5|352099.865
95087|717|63|1|477067.72|133907.53|486404.38
30119|121|37|3|124551.95|901591.88|369800.725
12646|715|65|2|887968.37|219665.63|453261.405
90439|834|85|2|241392.95|431371.93|160744.525
72836|24|62|1|545183.32|575370.64|701247.78
59552|1517|57|3|52881.25|88643.06|270451.71
36254|1378|43|1|491016.86|645943.57|516961.215
65474|1102|51|1|190625.32|267565.62|675201.295
1784|970|38|3|275640.57|430391.87|671508.085
64678|916|91|3|516489.03|760693.42|481214.625
50216|784|62|1|685954.46|604681.7|447904.225
95233|1414|3|3|412546.84|169786.13|661226.065
74502|1502|96|1|237451.01|76646.7|583029.65
18995|1323|75|2|628163.11|312376.43|443476.66
15043|1802|75|3|977128.39|183316.29|603611.935
68099|1678|90|3|382568.03|650829.3|282741.105
72301|1532|16|3|588961.1|899779.16|651516.255
34828|1731|100|1|702324.25|538004.18|540306.665
56193|1498|20|2|235995.72|559668.94|273524.545
72614|1563|27|2|167155.73|356783.5|621865.7
41092|1325|24|3|327618.61|681190.14|51602.37
17149|1225|29|2|982748.0|419878.42|556663.37
36899|271|81|1|226983.14|979738.73|726758.325
90908|537|13|2|500301.16|667809.56|376019.63
41696|1505|59|3|430252.21|556482.79|315662.08
684|996|41|3|45681.05|736274.84|378129.915
55015|523|92|2|25308.98|756554.47|621951.11
22819|13|74|3|810070.14|462742.61|624241.35
21143|1684|41|3|219533.43|15147.63|859652.43
71648|670|94|1|294366.18|646925.35|402685.01
43939|1149|26|3|715566.01|717490.48|858004.28
30593|177|14|2|426272.31|11721.47|543392.47
91796|1307|70|3|865488.58|333916.59|22387.325
71977|1456|48|1|372298.26|66015.29|616570.925
48002|479|10|2|110810.13|954373.25|189468.865
46270|93|93|3|887113.93|163568.32|750911.355
24438|513|14|2|904625.43|729263.63|629101.185
95154|1502|7|2|69724.6|438321.3|494043.715
95766|249|48|1|72533.17|502882.0|111050.51
86098|176|67|1|224789.06|864697.07|352245.86
82774|358|88|1|405069.87|397452.4|502155.175
23312|501|92|2|528166.29|56628.83|576009.065
61047|1052|58|2|254979.39|36147.49|477376.075
85087|1588|82|3|686877.95|238201.73|813971.52
44559|982|18|3|48295.41|158801.47|819738.25
32492|246|17|2|382712.23|228276.34|598480.735
86327|429|62|3|474705.06|674167.44|584207.635
50024|1447|75|1|460563.98|341790.76|438521.605
86920|1434|94|3|785836.0|494430.6|337699.595
67275|851|59|3|21896.23|405045.86|780278.305
60809|655|39|3|715678.85|464411.19|687998.48
64606|1599|20|3|611778.32|511990.35|118505.525
97753|1511|20|3|974906.17|267986.81|548465.75
97920|1465|50|1|246832.06|116432.59|184388.915
82296|1162|10|1|522509.36|625465.11|164128.715
86411|782|45|2|39580.09|217558.53|558864.49
38889|1576|41|1|557187.77|923602.84|235577.82
11221|1737|1|2|250392.85|149005.41|870500.595
90004|788|6|3|546761.73|190441.12|414470.895
49528|1743|14|2|738312.76|651874.98|432716.43
19170|1289|59|3|459349.74|517810.0|207896.82
26624|265|19|3|125396.28|276610.38|328325.27
65691|1189|10|3|851955.89|742963.28|51636.24
88138|1617|32|2|638705.08|577482.35|362632.225
94237|1507|74|2|659429.45|262004.12|348461.91
78825|523|26|3|454622.43|13372.38|951420.19
41288|451|49|3|541421.87|106785.31|481297.945
36349|664|61|3|366295.78|629268.25|815973.43
95941|400|49|2|745706.81|926401.19|209077.745
40750|880|59|3|834440.16|982114.27|448243.99
89181|1279|90|2|507323.28|410374.73|235290.535
21723|580|85|2|442732.66|613603.89|243679.11
6958|758|60|3|809347.57|115643.27|534507.455
23239|384|3|3|643118.05|764157.64|587685.48
75388|1747|35|1|654244.46|258124.84|591290.44
34206|587|88|2|737169.28|659967.23|127901.175
58107|1495|63|1|506991.91|885104.16|135143.025
22046|642|21|2|540546.45|786170.41|257418.78
91846|996|58|1|867337.08|180306.32|132305.0
2079|92|99|1|212640.09|418124.22|297433.165
56598|1769|12|2|380254.39|270589.5|403440.52
59548|386|29|3|763371.71|828110.4|572544.3
31662|1363|57|3|121416.76|763298.19|841018.275
54066|1689|75|2|287783.14|971205.75|677085.91
32680|1498|13|3|600869.43|42974.5|571322.325
15586|1114|39|2|227348.45|708698.6|649300.495
53563|270|7|2|186836.36|191015.65|390506.87
4124|698|83|2|955565.93|840368.44|251775.68
4640|202|44|3|302923.97|850807.71|485858.995
65087|1746|10|1|371524.01|587847.23|852626.685
36684|1389|42|1|903696.52|743688.74|472787.575
9966|1694|18|1|916163.53|175435.26|697410.635
33052|1715|14|2|320253.97|257076.73|913579.34
15959|251|80|2|722247.14|624964.77|501865.84
62650|1542|89|1|352550.87|493293.09|379454.65
15289|1785|17|3|262294.57|459048.7|518572.28
27633|1791|38|1|227191.27|429584.94|828073.67
